OML UID,Entity / Source,Survey Type,Status,Assignee,Neighborhood,Zone,Lat,Long,House damage,Personal impact,Intensity
MS527,MySay,Psychological & Social Support,Unknown,,,,33.88648998,35.50116413,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS528,MySay,Psychological & Social Support,Unknown,,,,33.45150925,35.40085426,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS529,MySay,Psychological & Social Support,Unknown,,,,33.88308857,35.49168709,Some damage,Physical injury,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS530,MySay,Psychological & Social Support,Unknown,,,,33.8880947,35.48629548,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS531,MySay,Psychological & Social Support,Unknown,,,,33.88601819,35.52209193,No,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS532,MySay,Psychological & Social Support,Unknown,,,,33.89213497,35.49556715,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS533,MySay,Psychological & Social Support,Unknown,,,,33.55536354,35.37552307,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS534,MySay,Psychological & Social Support,Unknown,,,,33.89435731,35.48918724,Some damage,Physical injury,2:: Very weak / I felt the vibrations because I was in upper floors
MS535,MySay,Psychological & Social Support,Unknown,,,,33.89550836,35.48889488,No,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS536,MySay,Psychological & Social Support,Unknown,,,,33.96139511,35.68412924,Some damage,Relocation,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS537,MySay,Psychological & Social Support,Unknown,,,,33.87406002,35.50714137,No,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS538,MySay,Psychological & Social Support,Unknown,,,,33.86180984,35.57687402,No,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS539,MySay,Psychological & Social Support,Unknown,,,,33.86096299,35.57805035,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS540,MySay,Psychological & Social Support,Unknown,,,,33.87832996,35.54777732,No,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS541,MySay,Psychological & Social Support,Unknown,,,,33.8364461,35.61939019,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS542,MySay,Psychological & Social Support,Unknown,,,,33.89984613,35.52517691,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS543,MySay,Psychological & Social Support,Unknown,,,,33.86617575,35.5094794,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS544,MySay,Psychological & Social Support,Unknown,,,,33.89764718,35.49756569,No,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS545,MySay,Psychological & Social Support,Unknown,,,,33.76111931,35.5315881,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS546,MySay,Psychological & Social Support,Unknown,,,,33.88866175,35.55458703,Some damage,None of the above,4::Weak/ It felt like a slight earthquake
MS547,MySay,Psychological & Social Support,Unknown,,,,33.97909245,35.62093341,I don't have a house in Beirut,Relocation,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS548,MySay,Psychological & Social Support,Unknown,,,,33.5442838,35.39803101,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS549,MySay,Psychological & Social Support,Unknown,,,,33.53961015,35.58551002,No,Physical injury,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS550,MySay,Psychological & Social Support,Unknown,,,,33.87214693,35.49593002,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS551,MySay,Psychological & Social Support,Unknown,,,,33.87207862,35.51136787,Some damage,Relocation,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS552,MySay,Psychological & Social Support,Unknown,,,,33.609738,35.48147538,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS553,MySay,Psychological & Social Support,Unknown,,,,34.32546934,35.74198772,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS554,MySay,Psychological & Social Support,Unknown,,,,33.61695945,35.51736338,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS555,MySay,Psychological & Social Support,Unknown,,,,33.89221102,35.54381847,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS556,MySay,Psychological & Social Support,Unknown,,,,33.83104599,35.54966707,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS557,MySay,Psychological & Social Support,Unknown,,,,33.89878705,35.49544853,Some damage,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS558,MySay,Psychological & Social Support,Unknown,,,,33.88565959,35.57056955,No,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS559,MySay,Psychological & Social Support,Unknown,,,,33.8889425,35.50257683,Some damage,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS560,MySay,Psychological & Social Support,Unknown,,,,33.56187206,35.37818306,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS561,MySay,Psychological & Social Support,Unknown,,,,33.89644622,35.51151113,Some damage,The death of a relative/close family member (ex. brother),"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS562,MySay,Psychological & Social Support,Unknown,,,,33.91250168,36.01791552,No,Relocation,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS563,MySay,Psychological & Social Support,Unknown,,,,33.84776707,35.52044351,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS564,MySay,Psychological & Social Support,Unknown,,,,33.89141772,35.54048046,Some damage,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS565,MySay,Psychological & Social Support,Unknown,,,,33.90248491,35.57558399,Some damage,Physical injury,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS566,MySay,Psychological & Social Support,Unknown,,,,33.89208337,35.53547144,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS567,MySay,Psychological & Social Support,Unknown,,,,33.89935145,35.52731972,No,Physical injury,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS568,MySay,Psychological & Social Support,Unknown,,,,33.83371873,35.51948112,Some damage,Relocation,4::Weak/ It felt like a slight earthquake
MS569,MySay,Psychological & Social Support,Unknown,,,,33.89198629,35.52583725,Some damage,Relocation,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS570,MySay,Psychological & Social Support,Unknown,,,,33.93156816,35.59205262,I don't have a house in Beirut,None of the above,
MS571,MySay,Psychological & Social Support,Unknown,,,,33.88422065,35.5161226,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS572,MySay,Psychological & Social Support,Unknown,,,,33.89530655,35.55849597,Some damage,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS573,MySay,Psychological & Social Support,Unknown,,,,33.90093524,35.52980712,Some damage,Physical injury,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS574,MySay,Psychological & Social Support,Unknown,,,,33.89162159,35.51452831,I don't have a house in Beirut,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS575,MySay,Psychological & Social Support,Unknown,,,,33.98182308,35.65658501,I don't have a house in Beirut,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS576,MySay,Psychological & Social Support,Unknown,,,,33.92178808,35.6515903,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS577,MySay,Psychological & Social Support,Unknown,,,,33.91314332,35.59156505,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS578,MySay,Psychological & Social Support,Unknown,,,,33.8529902,35.51679176,No,None of the above,4::Weak/ It felt like a slight earthquake
MS579,MySay,Psychological & Social Support,Unknown,,,,33.8882119,35.55377175,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS580,MySay,Psychological & Social Support,Unknown,,,,33.86354713,35.59140996,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS581,MySay,Psychological & Social Support,Unknown,,,,33.93308844,35.58887869,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS582,MySay,Psychological & Social Support,Unknown,,,,33.55479553,35.37833161,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS583,MySay,Psychological & Social Support,Unknown,,,,33.86825381,35.50672531,No,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS584,MySay,Psychological & Social Support,Unknown,,,,33.89528795,35.53166807,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS585,MySay,Psychological & Social Support,Unknown,,,,33.27678755,35.14840647,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS586,MySay,Psychological & Social Support,Unknown,,,,34.50507415,35.98774138,I don't have a house in Beirut,Relocation,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS587,MySay,Psychological & Social Support,Unknown,,,,33.64352085,35.49454186,No,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS588,MySay,Psychological & Social Support,Unknown,,,,33.89556847,35.51712513,Total destruction,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS589,MySay,Psychological & Social Support,Unknown,,,,33.86635049,35.51828285,Some damage,Permanent disability,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS590,MySay,Psychological & Social Support,Unknown,,,,33.88903658,35.49993625,I don't have a house in Beirut,Relocation,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS591,MySay,Psychological & Social Support,Unknown,,,,33.8614008,35.51072639,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS592,MySay,Psychological & Social Support,Unknown,,,,33.89150745,35.50540924,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS593,MySay,Psychological & Social Support,Unknown,,,,33.20624631,35.30072049,No,Permanent disability,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS594,MySay,Psychological & Social Support,Unknown,,,,33.87155184,35.55178318,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS595,MySay,Psychological & Social Support,Unknown,,,,33.89600484,35.51147103,No,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS596,MySay,Psychological & Social Support,Unknown,,,,33.89056714,35.67900636,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS597,MySay,Psychological & Social Support,Unknown,,,,34.31989669,35.79740727,I don't have a house in Beirut,The death of a parent,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS598,MySay,Psychological & Social Support,Unknown,,,,33.89549549,35.52072587,Total destruction,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS599,MySay,Psychological & Social Support,Unknown,,,,33.88977968,36.03994131,I don't have a house in Beirut,The death of a relative/close family member (ex. brother),1::I did not feel it / I was not affected by any damage as a result of the explosion
MS600,MySay,Psychological & Social Support,Unknown,,,,33.92523501,35.55494944,Some damage,Physical injury,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS601,MySay,Psychological & Social Support,Unknown,,,,33.86095525,35.4860085,No,None of the above,4::Weak/ It felt like a slight earthquake
MS602,MySay,Psychological & Social Support,Unknown,,,,33.8917149,35.55036699,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS603,MySay,Psychological & Social Support,Unknown,,,,34.24908273,36.00461955,I don't have a house in Beirut,Physical injury,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS604,MySay,Psychological & Social Support,Unknown,,,,33.76512807,35.5721283,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS605,MySay,Psychological & Social Support,Unknown,,,,33.54736011,35.37587504,I don't have a house in Beirut,Physical injury,4::Weak/ It felt like a slight earthquake
MS606,MySay,Psychological & Social Support,Unknown,,,,33.89466022,35.51619999,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS607,MySay,Psychological & Social Support,Unknown,,,,33.37522421,35.35495149,Some damage,Relocation,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS608,MySay,Psychological & Social Support,Unknown,,,,33.88356297,35.52692056,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS609,MySay,Psychological & Social Support,Unknown,,,,33.53067778,35.38659675,I don't have a house in Beirut,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS610,MySay,Psychological & Social Support,Unknown,,,,33.89309628,35.4927933,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS611,MySay,Psychological & Social Support,Unknown,,,,34.5153853,36.06000037,I don't have a house in Beirut,Physical injury,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS612,MySay,Psychological & Social Support,Unknown,,,,33.8615137,35.49864088,,,
MS613,MySay,Psychological & Social Support,Unknown,,,,33.96717515,35.62610658,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS614,MySay,Psychological & Social Support,Unknown,,,,33.92484098,35.62352956,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS615,MySay,Psychological & Social Support,Unknown,,,,33.84982435,35.49658511,Some damage,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS616,MySay,Psychological & Social Support,Unknown,,,,34.12373711,36.12920646,No,None of the above,2:: Very weak / I felt the vibrations because I was in upper floors
MS617,MySay,Psychological & Social Support,Unknown,,,,33.83412522,35.5484136,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS618,MySay,Psychological & Social Support,Unknown,,,,33.89540342,35.54944359,No,Physical injury,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS619,MySay,Psychological & Social Support,Unknown,,,,33.95610548,35.60702015,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS620,MySay,Psychological & Social Support,Unknown,,,,34.30714566,35.89744285,No,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS621,MySay,Psychological & Social Support,Unknown,,,,33.91866809,35.51425969,Total destruction,Relocation,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS622,MySay,Psychological & Social Support,Unknown,,,,33.63534321,35.55848412,I don't have a house in Beirut,The death of a relative/close family member (ex. brother),3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS623,MySay,Psychological & Social Support,Unknown,,,,33.8975225,35.49905342,Some damage,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS624,MySay,Psychological & Social Support,Unknown,,,,33.89485274,35.53326345,Some damage,Relocation,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS625,MySay,Psychological & Social Support,Unknown,,,,33.83492557,35.86754591,No,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS626,MySay,Psychological & Social Support,Unknown,,,,34.53795777,36.03258349,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS627,MySay,Psychological & Social Support,Unknown,,,,33.88791801,35.50930768,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS628,MySay,Psychological & Social Support,Unknown,,,,33.88855359,35.52482664,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS629,MySay,Psychological & Social Support,Unknown,,,,33.83235538,35.51471088,No,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS630,MySay,Psychological & Social Support,Unknown,,,,33.88687036,35.53805492,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS631,MySay,Psychological & Social Support,Unknown,,,,33.30790889,35.34687996,Some damage,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS632,MySay,Psychological & Social Support,Unknown,,,,33.89061964,35.54233336,,,
MS633,MySay,Psychological & Social Support,Unknown,,,,33.8916352,35.50437219,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS634,MySay,Psychological & Social Support,Unknown,,,,33.88837682,35.54102206,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS635,MySay,Psychological & Social Support,Unknown,,,,33.87840579,35.52564383,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS636,MySay,Psychological & Social Support,Unknown,,,,33.8788614,35.54583688,I don't have a house in Beirut,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS637,MySay,Psychological & Social Support,Unknown,,,,33.89175391,35.57169225,Some damage,,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS638,MySay,Psychological & Social Support,Unknown,,,,33.86529696,35.52102607,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS639,MySay,Psychological & Social Support,Unknown,,,,33.97880376,35.626503,No,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS640,MySay,Psychological & Social Support,Unknown,,,,33.89336561,35.55442696,No,The death of a relative/close family member (ex. brother),10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS641,MySay,Psychological & Social Support,Unknown,,,,33.90793735,35.58984518,,,
MS642,MySay,Psychological & Social Support,Unknown,,,,33.89647191,35.52312209,Total destruction,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS643,MySay,Psychological & Social Support,Unknown,,,,33.87494155,35.55009407,I don't have a house in Beirut,Physical injury,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS644,MySay,Psychological & Social Support,Unknown,,,,33.9731205,35.71812981,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS645,MySay,Psychological & Social Support,Unknown,,,,34.02881437,35.63868318,No,None of the above,4::Weak/ It felt like a slight earthquake
MS646,MySay,Psychological & Social Support,Unknown,,,,33.89556578,35.53690554,Total destruction,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS647,MySay,Psychological & Social Support,Unknown,,,,33.59537701,35.62638983,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS648,MySay,Psychological & Social Support,Unknown,,,,34.0390272,35.63998895,I don't have a house in Beirut,Relocation,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS649,MySay,Psychological & Social Support,Unknown,,,,33.65515061,35.64192684,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS650,MySay,Psychological & Social Support,Unknown,,,,34.49874613,35.99318971,I don't have a house in Beirut,Permanent disability,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS651,MySay,Psychological & Social Support,Unknown,,,,33.8929931,35.54416115,I don't have a house in Beirut,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS652,MySay,Psychological & Social Support,Unknown,,,,33.90557442,35.57620088,I don't have a house in Beirut,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS653,MySay,Psychological & Social Support,Unknown,,,,33.84754271,35.54170681,Some damage,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS654,MySay,Psychological & Social Support,Unknown,,,,33.9805394,35.53559583,No,None of the above,4::Weak/ It felt like a slight earthquake
MS655,MySay,Psychological & Social Support,Unknown,,,,33.89495625,35.49779457,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS656,MySay,Psychological & Social Support,Unknown,,,,33.67024494,35.60023225,I don't have a house in Beirut,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS657,MySay,Psychological & Social Support,Unknown,,,,33.84372621,35.51073138,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS658,MySay,Psychological & Social Support,Unknown,,,,33.80581099,35.51251792,No,None of the above,4::Weak/ It felt like a slight earthquake
MS659,MySay,Psychological & Social Support,Unknown,,,,33.89332927,35.50662465,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS660,MySay,Psychological & Social Support,Unknown,,,,33.88782447,35.52988791,No,None of the above,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS661,MySay,Psychological & Social Support,Unknown,,,,33.69918083,35.58791688,I don't have a house in Beirut,None of the above,4::Weak/ It felt like a slight earthquake
MS662,MySay,Psychological & Social Support,Unknown,,,,33.8943223,35.52126026,Some damage,Physical injury,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS663,MySay,Psychological & Social Support,Unknown,,,,34.32294548,35.73226258,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS664,MySay,Psychological & Social Support,Unknown,,,,33.80962104,35.83363057,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS665,MySay,Psychological & Social Support,Unknown,,,,33.91804054,35.5875401,No,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS666,MySay,Psychological & Social Support,Unknown,,,,33.89542466,35.50292452,No,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS667,MySay,Psychological & Social Support,Unknown,,,,33.88854172,35.52625537,Some damage,Physical injury,"8::Severe / partial demolition of the house, the chimney fell completely, columns and statues fell, and heavy furniture tumbled"
MS668,MySay,Psychological & Social Support,Unknown,,,,33.87908906,35.50200546,Some damage,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS669,MySay,Psychological & Social Support,Unknown,,,,33.87158946,35.54716257,No,None of the above,4::Weak/ It felt like a slight earthquake
MS670,MySay,Psychological & Social Support,Unknown,,,,33.89080763,35.49991172,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS671,MySay,Psychological & Social Support,Unknown,,,,33.89685083,35.54225215,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS672,MySay,Psychological & Social Support,Unknown,,,,33.82040088,35.60228648,,,4::Weak/ It felt like a slight earthquake
MS673,MySay,Psychological & Social Support,Unknown,,,,33.89353803,35.49810985,I don't have a house in Beirut,Physical injury,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS674,MySay,Psychological & Social Support,Unknown,,,,33.88979749,35.47039032,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS675,MySay,Psychological & Social Support,Unknown,,,,33.88820703,35.52188438,,,
MS676,MySay,Psychological & Social Support,Unknown,,,,33.80663342,35.79526814,,,2:: Very weak / I felt the vibrations because I was in upper floors
MS677,MySay,Psychological & Social Support,Unknown,,,,33.89661046,35.65622426,No,None of the above,4::Weak/ It felt like a slight earthquake
MS678,MySay,Psychological & Social Support,Unknown,,,,33.88734335,35.52072043,Some damage,Physical injury,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS679,MySay,Psychological & Social Support,Unknown,,,,33.88756147,35.5018524,Total destruction,Relocation,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS680,MySay,Psychological & Social Support,Unknown,,,,33.84500035,35.52305261,No,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS681,MySay,Psychological & Social Support,Unknown,,,,33.88935664,35.56608081,I don't have a house in Beirut,Physical injury,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS682,MySay,Psychological & Social Support,Unknown,,,,33.8702893,35.51572681,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS683,MySay,Psychological & Social Support,Unknown,,,,33.89332954,35.57454187,No,None of the above,"6::Strong / I was very scared, a large part of the furniture was smashed"
MS684,MySay,Psychological & Social Support,Unknown,,,,33.88403284,35.53407234,No,,
MS685,MySay,Psychological & Social Support,Unknown,,,,33.87932324,35.49399376,Some damage,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS686,MySay,Psychological & Social Support,Unknown,,,,33.90714565,35.53521675,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS687,MySay,Psychological & Social Support,Unknown,,,,33.85384987,35.51345549,No,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS688,MySay,Psychological & Social Support,Unknown,,,,33.89127037,35.52404082,Total destruction,None of the above,7::Very strong / the house cracked and furniture and home essentials were destroyed/ the chimney was smashed
MS689,MySay,Psychological & Social Support,Unknown,,,,33.89382478,35.54016449,Some damage,Physical injury,
MS690,MySay,Psychological & Social Support,Unknown,,,,33.78773405,35.48403573,I don't have a house in Beirut,None of the above,3:: Very Weak / the house shook in a weird way/ my parked car shook as if a fast truck was passing by it
MS691,MySay,Psychological & Social Support,Unknown,,,,34.4352223,35.84013108,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS692,MySay,Psychological & Social Support,Unknown,,,,33.89377263,35.52474019,Some damage,None of the above,"9:: Violent/partial collapse of the house, fall of the chimney, building shifted off foundations"
MS693,MySay,Psychological & Social Support,Unknown,,,,33.25798049,35.30411444,I don't have a house in Beirut,None of the above,1::I did not feel it / I was not affected by any damage as a result of the explosion
MS694,MySay,Psychological & Social Support,Unknown,,,,33.88547317,35.53553832,Some damage,None of the above,10:: Extreme/ The house was destroyed / shattered and it became uninhabitable after the explosion
MS695,MySay,Psychological & Social Support,Unknown,,,,33.89570619,35.52744742,Some damage,Physical injury,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
MS696,MySay,Psychological & Social Support,Unknown,,,,33.88050259,35.51752493,No,None of the above,"5::Moderate / the building shook, resulting in glass and dishes shattering, wall clocks stopped, and some paintings fell"
