OML UID,Entity / Source,Survey Type,Assignee,Zone,Supplier UID,Lat,Long,Status,BwS Status,Parcel (3ekar),Address,Neighborhood,Assignee
BwS336,Beb w Shebek,Shelter,,,AC-324,,,Referred,Referred,,near hotel alexander,Achrafieh,ALEX
BwS337,Beb w Shebek,Shelter,,,AC-325,33.891899,35.531746,Referred,Referred,Ac_1643,"GEITAWI, ASAAD restom, toufic l amouri bldg",Achrafieh,GROUP 01
BwS338,Beb w Shebek,Shelter,,,AC-326,33.890350,35.525730,Referred,Referred,Ac_37,"fassouh street, soueidan bldg",Achrafieh,GROUP 01
BwS339,Beb w Shebek,Shelter,,,AC-327,33.891306,35.515167,Referred,Referred,Ac_4678,"saint nicholas, checri el assli street, najm and kassab building",Achrafieh,GROUP 01
BwS340,Beb w Shebek,Shelter,,,AC-328,33.894485,35.519832,In Progress,In Progress,Re_783,,Achrafieh,STUDIO CARAMEL
BwS341,Beb w Shebek,Shelter,,,AC-329,33.883186,35.518333,Not Started,Assigned,Ac_3573,"alexander street, cafe al zaim building",Achrafieh,BE BEIRUT
BwS342,Beb w Shebek,Shelter,,,AC-330,,,Referred,Referred,Re_679,"next to roum hospital, boulous gemayel bldg, facing bineyet lhokama",Achrafieh,GROUP 01
BwS343,Beb w Shebek,Shelter,,,AC-331,33.891197,35.525127,Referred,Referred,Ac_2176,"fassouh, saint louis street, facing zahar building",Achrafieh,GROUP 01
BwS344,Beb w Shebek,Shelter,,,AC-332,,,In Progress,In Progress,Ac_2163,"idris ishaac, michael nehme bldg, next to hotel dieu",Achrafieh,NATION STATION
BwS345,Beb w Shebek,Shelter,,,AC-333,33.880726,35.515846,In Progress,In Progress,Ac_4135/16,"lyccee Francais area, Mrouj Street, Doumit Building, in front of Khoury mini market",Achrafieh,GROUP 01
BwS346,Beb w Shebek,Shelter,,,AC-334,33.893768,35.521587,In Progress,Assessed,Re_812,"hekmeh street, next to mar youssef church",Achrafieh,BE BEIRUT
BwS347,Beb w Shebek,Shelter,,,AC-335,33.882622,35.517734,Referred,Referred,Ac_2366/1,"tal3et seyyar darak, behind hotel dieu, lycee street, khwayre bldg facing makdissi mini market",Achrafieh,
BwS348,Beb w Shebek,Shelter,,,AC-336,33.898003,35.510880,Referred,Referred,Me_71/8,"near electricity bldg, aintoura bldg block b",Achrafieh,
BwS349,Beb w Shebek,Shelter,,,AC-337,33.888626,35.529381,Referred,Referred,,"karm el eitoun, el ghabi street, one story house not a building",Achrafieh,GROUP 01
BwS350,Beb w Shebek,Shelter,,,AC-338,33.893764,35.525356,In Progress,In Progress,Re_2196,"georges moussa street, nassif reyes bldg",Achrafieh,GROUP 01
BwS351,Beb w Shebek,Shelter,,,AC-339,33.887032,35.509693,Completed,Completed,Ma_1244,facing F45,Sodeco,MHMD
BwS352,Beb w Shebek,Shelter,,,AC-340,33.893047,35.533623,In Progress,Assessed,Re_1458,"khalil al badawi street, alrahbaneh alhalabiye bldg",Achrafieh,MHMD
BwS353,Beb w Shebek,Shelter,,,AC-341,33.893046,35.512592,In Progress,Assessed,Re_156,sursock street,Achrafieh,LILI
BwS354,Beb w Shebek,Shelter,,,AC-342,33.885673,35.518055,In Progress,In Progress,Ac_397/3,"maroun bldg, georges tabet street",Achrafieh,GROUP 01
BwS355,Beb w Shebek,Shelter,,,AC-343,,,In Progress,In Progress,Ac_426/1,"rue adib ishaac, paoli bldg",Achrafieh,MHMD
BwS356,Beb w Shebek,Shelter,,,AC-344,33.895809,35.528068,Referred,Referred,Re_1675,"rmeil, nabhan street, michel al khoury bldg",Achrafieh,GROUP 01
BwS357,Beb w Shebek,Shelter,,,AC-345,33.882919,35.519459,Completed,Completed,Ac_2163,"behind hotel dieu, zaroub forn lmanar, adib ishaac street, bchara haykal nehme bldg",Achrafieh,BE BEIRUT
BwS358,Beb w Shebek,Shelter,,,AC-346,33.894348,35.514755,In Progress,In Progress,Re_1798,"sursock street, 182 bldg",Achrafieh,MHMD
BwS359,Beb w Shebek,Shelter,,,AC-347,33.891076,35.518526,In Progress,In Progress,Re_76,"boustros street, above pharmacy atik, sabbagha bldg",Achrafieh,BE BEIRUT
BwS360,Beb w Shebek,Shelter,,,AC-348,,,In Progress,In Progress,Ac_313,"azarieh street, mar charbel, george saba bldg",Achrafieh,BE BEIRUT
BwS361,Beb w Shebek,Shelter,,,AC-349,33.882275,35.516228,In Progress,Assessed,Ac_2125,"kamil edde street, said sakarm bldg, facing lycee francais",Achrafieh,BE BEIRUT
BwS362,Beb w Shebek,Shelter,,,AC-350,33.895954,35.528088,In Progress,Assessed,Re_1878,"street facing bet lkataeb rmeil, yellow building",Achrafieh,STEVEN
BwS363,Beb w Shebek,Shelter,,,AC-351,,,In Progress,Assessed,Ac_2148,next to spinneys ashrafieh,Achrafieh,STEVEN
BwS364,Beb w Shebek,Shelter,,,AC-352,,,In Progress,Assessed,,"motran gebrayel street, edward moussa bldg",Achrafieh,STEVEN
BwS365,Beb w Shebek,Shelter,,,AC-353,33.892311,35.526939,In Progress,Assessed,Re_856/19,"rmeil, shoukri shoukeir street",Achrafieh,STEVEN
BwS366,Beb w Shebek,Shelter,,,AC-354,33.889668,35.525696,In Progress,Assessed,Ac_3579/4,"fassouh, motran ghefrayel street, same building as mokhtar pierre sadka",Achrafieh,STEVEN
BwS367,Beb w Shebek,Shelter,,,AC-355,33.889567,35.525014,In Progress,Assessed,Ac_9,"Cheri3 motran ghofra2il, Facing mokhtar pierre sadaka",Fassouh,NATION STATION
BwS368,Beb w Shebek,Shelter,,,AC-356,,,Not Started,Assigned,,,Achrafieh,BE BEIRUT
BwS369,Beb w Shebek,Shelter,,,AC-357,33.880833,35.517446,Not Started,Assigned,Ac_4139,Between eye hospital w moudiriyit ldarak,Achrafieh,BE BEIRUT
BwS370,Beb w Shebek,Shelter,,,AC-358,33.888943,35.521286,Not Started,Assigned,Ac_278,"selim baz street, maalouf bldg",Achrafieh,BE BEIRUT
BwS371,Beb w Shebek,Shelter,,,,,,,,,,,
BwS372,Beb w Shebek,Shelter,,,BH-01,33.893611,35.538278,Completed,Completed,Bo_4659,Bourj Hamoud Tari2 Sinefil Building Sedika Saade first floor,Bourj Hammoud,JOEY
BwS373,Beb w Shebek,Shelter,,,BH-02,33.888694,35.546083,Completed,Completed,TONIGHT,Bourj Hamoud Magi hajj building ,Bourj Hammoud,ALEX
BwS374,Beb w Shebek,Shelter,,,BH-03,,,Referred,Referred,,"Kilikia Street, Antoine Harran building 3rd floor",Bourj Hammoud,
BwS375,Beb w Shebek,Shelter,,,BH-04,33.893611,35.538278,Referred,Referred,Bo_852,"MArach Street. Bourj Hammoud, Facing disco young",Bourj Hammoud,JOEY
BwS376,Beb w Shebek,Shelter,,,BH-05,33.893611,35.538278,Referred,Referred,,"Bourj Hammoud, Marache Beirut, birakdarian bldg facing Robert Market, 1st floor",Bourj Hammoud,JOEY
BwS377,Beb w Shebek,Shelter,,,BH-06,33.891142,35.542878,Completed,Completed,Bo_4289,Bourj hamoud next to armenian patriarche,Bourj Hammoud,TIMA
BwS378,Beb w Shebek,Shelter,,,BH-07,33.892269,35.535835,Completed,Completed,Bo_1023,,Bourj Hammoud,TIMA
BwS379,Beb w Shebek,Shelter,,,BH-08,33.891136,35.537720,Completed,Completed,Bo_1001/55,"bourj hammoud, ma2ta3 lsekke next to hajko supermarket",Bourj Hammoud,SARA
BwS380,Beb w Shebek,Shelter,,,BH-09,33.889722,35.539667,Completed,Completed,Bo_3970,"el sekkeh street, mohamed ali shami bldg 1st floor.",Bourj Hammoud,JOEY
BwS381,Beb w Shebek,Shelter,,,BH-10,33.889362,35.537708,Completed,Completed,Bo_2595/20,aghabios street mezher building BLOCK B 5th floor,Bourj Hammoud,JOEY
BwS382,Beb w Shebek,Shelter,,,BH-11,33.893684,35.538101,Completed,Completed,Bo_2643,nehr maraash street first floor,Bourj Hammoud,JOEY
BwS383,Beb w Shebek,Shelter,,,BH-12,33.893520,35.538094,Referred,Referred,,"armenia street, next to robert market",Bourj Hammoud,JOEY
BwS384,Beb w Shebek,Shelter,,,BH-13,33.893520,35.538094,Referred,Referred,,"armenia street, next to robert market",Bourj Hammoud,JOEY
BwS385,Beb w Shebek,Shelter,,,BH-14,33.893902,35.544308,Completed,Completed,Bo_4356/44,"Armenia Street, Armenia Street burj hammoud, Burj Hammoud, Bedirian",Bourj Hammoud,SARA
BwS386,Beb w Shebek,Shelter,,,BH-15,33.889519,35.542870,Completed,Completed,Bo_3227/63,"burj hammoud trad street, trad street, burj hammoud, fadi assaly building, same building with krasam",Bourj Hammoud,SARA
BwS387,Beb w Shebek,Shelter,,,BH-16,33.887093,35.539013,Completed,Completed,Bo_1170,salib el ahmad el arman after that 3rd round about on the left - halweyet yaacoub bldg,Bourj Hammoud,SARA
BwS388,Beb w Shebek,Shelter,,,BH-17,33.887093,35.539013,Completed,Completed,Bo_1180/66,salib el ahmad el arman after that 3rd round about on the left - halweyet yaacoub bldg,Bourj Hammoud,SARA
BwS389,Beb w Shebek,Shelter,,,BH-18,33.893087,35.536051,Completed,Completed,Bo_496,"karagozian street, khat el naher",Bourj Hammoud,BE BEIRUT
BwS390,Beb w Shebek,Shelter,,,BH-19,33.890118,35.545826,Completed,Completed,Bo_4901/9,"St. Rita Street, Antarik Voskanyan building, 2nd floor",Bourj Hammoud,SARA
BwS391,Beb w Shebek,Shelter,,,BH-20,33.892288,35.544148,Completed,Completed,Bo_3959,"st joseph church , rim building, 5th floor",Bourj Hammoud,BE BEIRUT
BwS392,Beb w Shebek,Shelter,,,BH-21,33.890648,35.546574,Completed,Completed,Boshriye_2542,"st rita street, artin station, ararat building above hp computers",Bourj Hammoud,NOUR
BwS393,Beb w Shebek,Shelter,,,BH-22,33.892056,35.545158,Completed,Completed,Bo_2116,next to water company 1st floor,Bourj Hammoud,NOUR
BwS394,Beb w Shebek,Shelter,,,BH-23,33.893795,35.544453,Referred,Referred,Bo_4356,"ARMENIA street, next to maktab ouwet, badrian building",Bourj Hammoud,STEVEN
BwS395,Beb w Shebek,Shelter,,,BH-24,33.890026,35.537430,Referred,Referred,Bo_4565,aghabios Street facing unerwa 6th floor Karin 1 building,Bourj Hammoud,
BwS396,Beb w Shebek,Shelter,,,BH-25,33.890141,35.545685,Completed,Completed,Bo_125,"saint rita street, roland barber",Bourj Hammoud,ALEX
BwS397,Beb w Shebek,Shelter,,,BH-26,33.867687,35.539532,Referred,Referred,Si_307,"Jisr el bacha, dr youssef el hajjar street, facing amigos and aul above ashia2 store",Bourj Hammoud,ALEX
BwS398,Beb w Shebek,Shelter,,,BH-27,33.889587,35.541931,Referred,Referred,Bo_1799,"trad street, next to paloma make up, above malhamet l3ezz, nemer qaisar bldg",Bourj Hammoud,MHMD
BwS399,Beb w Shebek,Shelter,,,BH-28,33.894722,35.538493,Completed,Completed,,ecojuice bldg,Bourj Hammoud,STEVEN
BwS400,Beb w Shebek,Shelter,,,BH-29,33.895496,35.540619,Referred,Referred,Bo_14/10,"Gueutcherian building,  mimosa street, bourj hammoud (solderie maher building)",Bourj Hammoud,MHMD
BwS401,Beb w Shebek,Shelter,,,BH-30,33.888538,35.534485,Completed,Completed,Si_1212,ma2ta3 lsekkeh,Bourj Hammoud,ALEX
BwS402,Beb w Shebek,Shelter,,,BH-31,,,In Progress,In Progress,Bo_1873,"behind mar youssef church, next to makhfar, joseph papas building",Bourj Hammoud,MIKE
BwS403,Beb w Shebek,Shelter,,,BH-32,33.892288,35.545033,Referred,Referred,Bo_3511/7,"mar youssef church street, george chalhoub bldg",Bourj Hammoud,MHMD
BwS404,Beb w Shebek,Shelter,,,BH-33,33.892262,35.541195,Completed,Completed,Bo_2681,madona street,Bourj Hammoud,ALEX
BwS405,Beb w Shebek,Shelter,,,BH-34,,,Referred,Referred,Bo_684,mer3esh street,Bourj Hammoud,MHMD
BwS406,Beb w Shebek,Shelter,,,BH-35,33.889083,35.534528,Referred,Referred,,"ma2ta3 lsekke, abou ali building",Bourj Hammoud,ALEX
BwS407,Beb w Shebek,Shelter,,,BH-36,33.893692,35.546146,Completed,Completed,Bo_2471/28,,Bourj Hammoud,MHMD
BwS408,Beb w Shebek,Shelter,,,BH-37,33.888194,35.541389,Referred,Referred,Bo_95,"kam sis street, hanna kiwan bldg",Bourj Hammoud,MHMD
BwS409,Beb w Shebek,Shelter,,,BH-38,,,Referred,Referred,Bo_1927,"next to the municipality, next sgbl",Bourj Hammoud,MHMD
BwS410,Beb w Shebek,Shelter,,,BH-39,33.888649,35.534222,Completed,Completed,Bo_1212,,Bourj Hammoud,ALEX
BwS411,Beb w Shebek,Shelter,,,BH-40,33.891521,35.537540,Referred,Referred,Bo_1080,"mer3esh street, basme jian building",Bourj Hammoud,MHMD
BwS412,Beb w Shebek,Shelter,,,BH-41,33.889084,35.534531,Referred,Referred,,"ma2ta3 lsekkeh,abou ali bldg",Bourj Hammoud,MHMD
BwS413,Beb w Shebek,Shelter,,,BH-42,33.885086,35.541092,Referred,Referred,3820,"nabaa, next to salib church, ghilani street",Bourj Hammoud,MHMD
BwS414,Beb w Shebek,Shelter,,,BH-43,33.889320,35.546585,Referred,Referred,Bo_4907/16,"AMANOS STREET, MOHAMAD JOUNI BDLG, above bakery harout",Bourj Hammoud,MIKE
BwS415,Beb w Shebek,Shelter,,,BH-44,33.893902,35.541626,In Progress,In Progress,Bo_3183,"tripoli street, rahbaneh bldg, ",Bourj Hammoud,MIKE
BwS416,Beb w Shebek,Shelter,,,BH-45,33.893162,35.540764,In Progress,In Progress,Bo_4105,seht lbaladiye,Bourj Hammoud,MIKE
BwS417,Beb w Shebek,Shelter,,,BH-46,33.889828,35.544853,In Progress,Assessed,Bo_5042,"notre dame street, next to supermarket matar",Bourj Hammoud,BE BEIRUT
BwS418,Beb w Shebek,Shelter,,,BH-47,,,In Progress,Assessed,Bo_4411,"ghilan street, alachkar bldg next to kniset lsalib",Bourj Hammoud,BE BEIRUT
BwS419,Beb w Shebek,Shelter,,,BH-48,33.886749,35.537563,Not Started,Assigned,,,Bourj Hammoud,BE BEIRUT
BwS420,Beb w Shebek,Shelter,,,BH-49,33.893051,35.535999,Referred,Referred,493,"tarik lnaher, atallah building, above vahe electrics",Bourj Hammoud,MHMD
BwS421,Beb w Shebek,Shelter,,,BH-50,33.892593,35.540878,Not Started,Assigned,Bo_2044,,Bourj Hammoud,MHMD
BwS422,Beb w Shebek,Shelter,,,BH-51,33.888516,35.534363,In Progress,In Progress,Bo_1212,"ma2ta3 lsekke, ahmad al asaad street, samir semsar bldg",Bourj Hammoud,MHMD
BwS423,Beb w Shebek,Shelter,,,BH-52,33.886860,35.541920,In Progress,Assessed,Bo_1294,"next to makhfar lnab3a, copalash street, akram abidin bldg",Bourj Hammoud,MHMD
BwS424,Beb w Shebek,Shelter,,,BH-53,,,Referred,Referred,Si_700/12,"maraash street, osikian? building",Bourj Hammoud,MHMD
BwS425,Beb w Shebek,Shelter,,,,,,,,,,,
BwS426,Beb w Shebek,Shelter,,,BO-01,33.885440,35.500970,Completed,Completed,Ma_2209,,Bourj Abi Haidar,TIMA
BwS427,Beb w Shebek,Shelter,,,BO-02,,,Referred,Referred,,Bourj Abi haidar - main street - anwar bldg - 9th floor,Bourj Abi Haidar,NOUR
BwS428,Beb w Shebek,Shelter,,,BO-03,,,Referred,Referred,,Bourj abi haidar - abdel hamid anouti street ,Bourj Abi Haidar,
BwS429,Beb w Shebek,Shelter,,,BO-04,,,Referred,Referred,,"Burj abou haidar, Burj abou haidar, Burj abou haidar, Dandashli bldg groumd floor, Facing mouajjanat khaled ekhwan",Bourj Abi Haidar,
BwS430,Beb w Shebek,Shelter,,,BO-05,,,Referred,Referred,,"badawi street, chehab building 8th floor",Bourj Abi Haidar,
BwS431,Beb w Shebek,Shelter,,,BO-06,,,Referred,Referred,,"badawi street, al amin building 4th floor",Bourj Abi Haidar,NOUR
BwS432,Beb w Shebek,Shelter,,,BO-07,33.885689,35.501278,Referred,Referred,2084,"badawi street, chehab building 5th floor",Bourj Abi Haidar,
BwS433,Beb w Shebek,Shelter,,,BO-08,,,Referred,Referred,,"sebai street, kebbeh building, 5th floor",Bourj Abi Haidar,
BwS434,Beb w Shebek,Shelter,,,BO-09,33.886753,35.495457,Completed,Completed,Mo_,"ali bin abi taleb street, anouti building, 4th floor ",Mosaytbe,TIMA
BwS435,Beb w Shebek,Shelter,,,BO-10,33.890164,35.492357,Referred,Referred,3985/27,"zarif, algeria street, orly building 6th floor",Mosaytbe,ZEINA BEKHAZI
BwS436,Beb w Shebek,Shelter,,,BO-11,,,Referred,Referred,,"hay leja, next to mojama3 khadija kobra, bachir itani bldg 3rd floor",Mosaytbe,
BwS437,Beb w Shebek,Shelter,,,BO-12,,,Referred,Referred,,Al Zarif - Ali Jaafar bldg 6th floor ,Mosaytbe,
BwS438,Beb w Shebek,Shelter,,,BO-13,,,Referred,Referred,,"fayez saleh street, next to classic sandwich, moukaddem bldg 5th floor",Bourj Abi Haidar,NOUR
BwS439,Beb w Shebek,Shelter,,,BO-14,33.893513,35.495262,Referred,Referred,4707,zarif next to bayader school aya building 7th floor,Mosaytbe,ZEINA BEKHAZI
BwS440,Beb w Shebek,Shelter,,,BO-15,33.885294,35.500497,Completed,Completed,Ma_2206,"sebai street,itani building,2nd floor",Bourj Abi Haidar,TIMA
BwS441,Beb w Shebek,Shelter,,,BO-16,33.891621,35.492672,Completed,Completed,Mo_1970/18,"yaacoub sarouf street, diwan bldg",Mosaytbe,ZEINA BEKHAZI
BwS442,Beb w Shebek,Shelter,,,BO-17,33.886791,35.495007,Referred,Referred,Mo_4492,"seddik and mas3oudi street, abdel aziz itani bldg",Mosaytbe,MHMD
BwS443,Beb w Shebek,Shelter,,,BO-18,33.888657,35.496567,In Progress,Assessed,Mo_1393/29,"next to hmadeh bakery, manasfy bldg",Mosaytbe,ADRIA
BwS444,Beb w Shebek,Shelter,,,BO-19,33.884831,35.500698,Referred,Referred,Ma_2207,"sayyed hassan street, mneimneh bldg",Bourj Abi Haidar,MHMD
BwS445,Beb w Shebek,Shelter,,,BO-20,33.888409,35.496864,In Progress,In Progress,Mo_1400,"istiklal street, hsein l itani bldg",Mosaytbe,MHMD
BwS446,Beb w Shebek,Shelter,,,BO-21,33.884468,35.502075,In Progress,In Progress,Ma_2145,"SAYIDI HASAN STREET, tal3et hezb lnajde, masri bldg",Bourj Abi Haidar,MHMD
BwS447,Beb w Shebek,Shelter,,,BO-22,33.883209,35.495293,In Progress,In Progress,Ma_398,"daoud abou chacra street, afif aljurdi street",Mosaytbe,MHMD
BwS448,Beb w Shebek,Shelter,,,,,,,,,,,
BwS449,Beb w Shebek,Shelter,,,DE-01,,,Referred,Referred,,"Dekweneh, Slav Street nb 212, building nb 34 (driver takes a left at Pharmacy Grace, then he takes the first right and its the new bld to his right)",Dekweneh,
BwS450,Beb w Shebek,Shelter,,,,,,,,,,,
BwS451,Beb w Shebek,Shelter,,,DO-01,,,Referred,Referred,,"Highway dora, facing mercedes benz, el murr building, on total station 2nd floor",Dora,
BwS452,Beb w Shebek,Shelter,,,DO-02,33.892563,35.557598,Referred,Referred,1969/18,Dora- New Hankach strt - facing Halim Library- Jenezian bldg- 3rd floor,Dora,JOEY
BwS453,Beb w Shebek,Shelter,,,DO-03,33.893536,35.551544,Completed,Completed,2927,Dora - Hospital St Joseph street - Gebara Buildind - 5th floor- near Tele lumiere.,Dora,JOEY
BwS454,Beb w Shebek,Shelter,,,DO-04,33.889752,35.550349,Completed,Completed,1878,"inaya street next to garage koko, first building on the right",Dora,NOUR
BwS455,Beb w Shebek,Shelter,,,DO-05,33.950806,35.594173,Completed,Completed,576,"jesr le royal, area 1 rue 51 al nashef bldg",Dbayeh,STEVEN
BwS456,Beb w Shebek,Shelter,,,DO-06,33.892315,35.547859,Completed,Completed,Bo_2919,"Street el Central, Siriani building, 2nd floor",Dora,JOEY
BwS457,Beb w Shebek,Shelter,,,DO-07,33.893556,35.559111,Completed,Completed,1861,"hankash street, zeinni bldg, 4th floor",Jdeideh,NOUR
BwS458,Beb w Shebek,Shelter,,,DO-08,33.893490,35.556625,Completed,Completed,2351/19,,Bauchrieh,ZEINA BEKHAZI
BwS459,Beb w Shebek,Shelter,,,DO-09,33.896030,35.558460,Completed,Completed,2267,"abou khater street, bezdikian bldg",Dora,POLO
BwS460,Beb w Shebek,Shelter,,,DO-10,33.890556,35.557377,Referred,Referred,117/25,"rue barbar aboujaoudeh, freiha bldg, 7th floor",Bauchrieh,
BwS461,Beb w Shebek,Shelter,,,DO-11,,,Referred,Referred,674,"jdeiedeh,palmir building,facing credit bank , 3rd floor",Nahr El Mot,
BwS462,Beb w Shebek,Shelter,,,DO-12,33.894859,35.582516,Completed,Completed,694,"germani bldg 230, street 4",Biaout,ZEINA BEKHAZI
BwS463,Beb w Shebek,Shelter,,,DO-13,33.892086,35.554977,Completed,Completed,2224,,Dora,NOUR
BwS464,Beb w Shebek,Shelter,,,DO-14,33.874361,35.560556,Completed,Completed,2772/18,"mhattet zrazir station, green huse bldg,",New Rawda,ZEINA BEKHAZI
BwS465,Beb w Shebek,Shelter,,,DO-15,33.891693,35.548115,Completed,Completed,,"next to abou artin station, temsel larman, above supermarket mario",Dora,JOEY
BwS466,Beb w Shebek,Shelter,,,DO-16,33.893662,35.547554,Referred,Referred,Bo_3139,"armenia street, boujikian building, facing nassour store",Dora,
BwS467,Beb w Shebek,Shelter,,,DO-18,,,Referred,Referred,2862,kassouf building,New Rawda,
BwS468,Beb w Shebek,Shelter,,,DO-19,33.908615,35.587776,Completed,Completed,687,"kniset sayde street, chamaa bldg, behind villa abou jaoude",Jal El Dib,CHRISTOPHE
BwS469,Beb w Shebek,Shelter,,,DO-20,33.901226,35.592365,Referred,Referred,73,"majzoub, moutran audi street, mashrou3 alwa2ef almarouni, bloc e",Jal El Dib,CHRISTOPHE
BwS470,Beb w Shebek,Shelter,,,DO-21,33.890816,35.567326,In Progress,In Progress,Jdeide_1048/5,"abi lamaa street, albert accaoui bldg, facing mar sarkis and bakhos church",Jdeideh,CHRISTOPHE
BwS471,Beb w Shebek,Shelter,,,DO-22,33.892548,35.552860,In Progress,In Progress,1526/26,"st joseph hospital street, saloumi bldg",Dora,BE BEIRUT
BwS472,Beb w Shebek,Shelter,,,DO-23,33.897499,35.611363,Referred,Referred,Nabieh_970/6,"engiliyi street, sayegh residence, block A",Bsalim,CHRISTOPHE
BwS473,Beb w Shebek,Shelter,,,DO-24,33.891628,35.556000,In Progress,In Progress,2247/20,"new hankash street, hagop tashajian bldg",Bauchrieh,CHRISTOPHE
BwS474,Beb w Shebek,Shelter,,,DO-25,33.891541,35.555172,In Progress,In Progress,2950/20,"new hankash, techedjian freij bldf",Bauchrieh,POLO
BwS475,Beb w Shebek,Shelter,,,DO-26,33.893639,35.555660,Referred,Referred,,,Dora,CHRISTOPHE
BwS476,Beb w Shebek,Shelter,,,DO-27,33.891274,35.550064,Referred,Referred,603,"rue mar maroun, minas baboghlanian bldg",Dora,CHRISTOPHE
BwS477,Beb w Shebek,Shelter,,,DO-28,33.889847,35.548286,In Progress,Assessed,2505,"nigorossian bldg,",Bauchrieh,BE BEIRUT
BwS478,Beb w Shebek,Shelter,,,DO-29,33.890152,35.545746,Referred,Referred,Bo_125,"saint rita street, suheil eid bldg",Dora,ADRIA
BwS479,Beb w Shebek,Shelter,,,DO-30,33.902769,35.575850,Completed,Completed,,"Zalka zoghbi street, jawdat rassam bldg, armenian club neighborhood",Zalka,BE BEIRUT
BwS480,Beb w Shebek,Shelter,,,DO-31,,,In Progress,In Progress,antelias_395/10,,Antelias,BE BEIRUT
BwS481,Beb w Shebek,Shelter,,,DO-32,33.894539,35.561047,Referred,Referred,,"HANKACH STREET, AL ARZ BLDG",Dora,BE BEIRUT
BwS482,Beb w Shebek,Shelter,,,DO-33,33.895886,35.570869,Completed,Completed,441,"amaret chahoub, michel el murr street, st rita bldg",Zalka,BE BEIRUT
BwS483,Beb w Shebek,Shelter,,,DO-34,,,Not Started,Assigned,47/8,,Dora,BE BEIRUT
BwS484,Beb w Shebek,Shelter,,,,,,,,,,,
BwS485,Beb w Shebek,Shelter,,,DT-01,,,Completed,Completed,Mi_1068,"downtown, next to parliament, maarad street, facing byblos bank",Downtown,ADRIA
BwS486,Beb w Shebek,Shelter,,,DT-02,,,Referred,Referred,,"Beirut between manara 3ein l mreisse, ain mreisse, ,Zaher building(it s an old building, ,facing aub parking",Downtown,GATSELERIA
BwS487,Beb w Shebek,Shelter,,,DT-03,,,Referred,Referred,,"phoenicia street, saab bldg, block c, 3rd floor",Ein El Mreisseh,BE BEIRUT
BwS488,Beb w Shebek,Shelter,,,DT-04,33.899176,35.492038,Referred,Referred,Ai_143/18,"dabbous street, akram al3id bldg, ",Ein El Mreisseh,MIKE
BwS489,Beb w Shebek,Shelter,,,DT-05,33.899811,35.489333,In Progress,In Progress,Ai_230,"edriss dtreet, above ein lmreisseh pharmacy",Ein El Mreisseh,BE BEIRUT
BwS490,Beb w Shebek,Shelter,,,DT-06,33.899658,35.507691,Referred,Referred,Po_1538/7B,ONE OAK BLDG FACING LEBANESE ARMY NAVAL BASE,Downtown,LILI
BwS491,Beb w Shebek,Shelter,,,DT-07,33.899944,35.493130,Not Started,Not Started,1144,"phoenicia street, spears building facing raddison hotel",Ein El Mreisseh,
BwS492,Beb w Shebek,Shelter,,,,,,,,,,,
BwS493,Beb w Shebek,Shelter,,,FC-01,33.871834,35.521828,Completed,Completed,2229/13,"St, Theres Street, Top Capo Bldg, 1st floor",Furn El Chebbak,LEA AOUN
BwS494,Beb w Shebek,Shelter,,,FC-02,33.874699,35.522980,Completed,Completed,Fu_231,"Mar Nohra Street, Floura building 3rd floor",Furn El Chebbek,BE BEIRUT
BwS495,Beb w Shebek,Shelter,,,FC-03,33.874180,35.522255,Completed,Completed,Fu_654,"behind skala cinema, abi haidar bldg",Furn El Chebbek,BE BEIRUT
BwS496,Beb w Shebek,Shelter,,,FC-04,,,Referred,Referred,,strt Al Taweel - Bldg Farah - 5th floor (next to station hypco -facing Kowat office),Ain el Remene,
BwS497,Beb w Shebek,Shelter,,,FC-05,33.862225,35.522270,Completed,Completed,670,,Ain el Remene,ALEX
BwS498,Beb w Shebek,Shelter,,,FC-06,33.855740,35.551967,Completed,Completed,912/5,,Hazmiyeh,MARIANA
BwS499,Beb w Shebek,Shelter,,,FC-07,,,Completed,Completed,2830,,Hazmiyeh,ALEX
BwS500,Beb w Shebek,Shelter,,,FC-08,33.871416,35.521863,Referred,Referred,2113,"maouni street, abou jaoude bldg",Furn El Chebbek,
BwS501,Beb w Shebek,Shelter,,,FC-09,33.859226,35.509960,Not Started,Assigned,Ma_5326,mcharfieh facing ban maatouk,Ghobeiri,BE BEIRUT
BwS502,Beb w Shebek,Shelter,,,FC-10,33.876306,35.515361,Not Started,Assigned,Ma_5504,"taleb hobeish street, boustany bldg",Badaro,BE BEIRUT
BwS503,Beb w Shebek,Shelter,,,FC-11,,,Not Started,Assigned,Ma_5240,"sami el soloh, immeubel rahal",Badaro,BE BEIRUT
BwS504,Beb w Shebek,Shelter,,,,,,,,,,,
BwS505,Beb w Shebek,Shelter,,,GE-02,33.896972,35.528278,Referred,Referred,,"Armenia Street, Behind central station",Geitawi,ZEINA BEKHAZI/MARIANA
BwS506,Beb w Shebek,Shelter,,,GE-03,33.893424,35.530251,Completed,Completed,Re_1698,"Getaoui Hospital, Laboratoire St Marc",Geitawi,POLO
BwS507,Beb w Shebek,Shelter,,,GE-04,,,Referred,Referred,,Jeitawi Hospital - above Kataeb offices,Geitawi,
BwS508,Beb w Shebek,Shelter,,,GE-05,,,Not Started,Not Started,,Jeitaoui Qobayat Street,Geitawi,
